7449 PLANTATION RD	PINSON	35126	LAMPLIGHTER DR / CARRIAGE DR & TERRY HEIGHTS RD	PALMERDALE FD (STATION 2)	PFD_1	445	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
7449 ROOSEVELT DR	LEEDS	35094	ROBERT E LEE ST / WILSON ST	LEEDS FD (BLOUNT COUNTY)	LEEDS_FD	465	1. REX LAKE FD | 2. BIRMINGHAM FD | 3. IRONDALE FD | 4. TRUSSVILLE FD
7449 SPRINGER RD	UNINCORPORATED	35111	RUTLEDGE DR / LOWETOWN RD	MCCALLA FD	MCCALLA_FD_1 | MCCALLA_FD_2	489	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
7449 TURNBERRY DR	GARDENDALE	35071	TURNBERRY CIR / TURNBERRY PKWY	GARDENDALE FD	GARDENDALE_FD	435	1. MORRIS FD | 2. MOUNT OLIVE FD | 3. GLENNWOOD FD | 4. FULTONDALE FD | 5. BROOKSIDE FD | 6. FORESTDALE FD
745 10TH ST SE	GRAYSVILLE	35073	8TH AVE SE / 7TH AVE SE & PUBLIC ALY	GRAYSVILLE FD | NO FIRE COVERAGE	COUNTY NO FD | GRAYSVILLE FD	425	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 11TH PL	PLEASANT GROVE	35127	8TH AVE / 8TH CT	PLEASANT FD/GROVE (AUTOMATIC AID)	PLEASANT_GROVE_FD	492	1. PLEASANT GROVE FD | 2. BIRMINGHAM FD | 3. HUEYTOWN FD | 4. MINOR FD
745 11TH ST	PLEASANT GROVE	35127	8TH AVE / 9TH AVE	PLEASANT FD/GROVE (AUTOMATIC AID)	PLEASANT_GROVE_FD	492	1. PLEASANT GROVE FD | 2. BIRMINGHAM FD | 3. HUEYTOWN FD | 4. MINOR FD
745 13TH CT NW	BIRMINGHAM	35215	UNNAMED RD / 7TH PL NW	BIRMINGHAM FD	2802	441	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 1ST AVE NE	GRAYSVILLE	35073	8TH ST NE / 9TH ST NE	GRAYSVILLE FD	GRAYSVILLE FD	425	1. ADAMSVILLE FD | 2. BROOKSIDE FD | 3. FORESTDALE FD | 4. WEST JEFFERSON FD | 5. BAGLEY FD
745 1ST PL	PLEASANT GROVE	35127	7TH AVE / 5TH AVE	PLEASANT FD/GROVE (AUTOMATIC AID)	PLEASANT_GROVE_FD	VERIFY - NO BEAT MATCH	1. PLEASANT GROVE FD | 2. MINOR FD | 3. BIRMINGHAM FD | 4. HUEYTOWN FD
745 1ST ST S	BIRMINGHAM	35205	8TH AVE S / 16TH AVE S	BIRMINGHAM FD	0708	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 29TH ST SW	BIRMINGHAM	35211	PEARSON AVE SW / GARRISON AVE SW	BIRMINGHAM FD	2008	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 30TH PL SW	BIRMINGHAM	35211	30TH ST SW / GARRISON AVE SW	BIRMINGHAM FD	2008	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 41ST ST N	BIRMINGHAM	35212	7TH CT N / 7TH AVE N	BIRMINGHAM FD	0804	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 42ND ST S	BIRMINGHAM	35222	PUBLIC ALY / WOODVALE RD	BIRMINGHAM FD	1005	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 45TH PL N	BIRMINGHAM	35212	8TH CT N / WOOD ST	BIRMINGHAM FD	0802	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 46TH ST S	BIRMINGHAM	35222	LINPARK DR / LINWOOD CIR & LINWOOD DR	BIRMINGHAM FD	1005	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 47TH ST N	BIRMINGHAM	35212	MESSER AIRPORT HWY / 9TH CT N	BIRMINGHAM FD	0802	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 47TH WAY S	BIRMINGHAM	35222	47TH ST S / 10TH CT S & 47TH PL S & 7TH AVE S	BIRMINGHAM FD	1007	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 5TH ST	PLEASANT GROVE	35127	8TH AVE / 7TH CT	PLEASANT FD/GROVE (AUTOMATIC AID)	PLEASANT_GROVE_FD	VERIFY - NO BEAT MATCH	1. PLEASANT GROVE FD | 2. BIRMINGHAM FD | 3. MINOR FD | 4. HUEYTOWN FD
745 5TH ST SW	GRAYSVILLE	35073	8TH AVE SW / 7TH CT & PUBLIC ALY	GRAYSVILLE FD	GRAYSVILLE FD	425	1. ADAMSVILLE FD | 2. WEST JEFFERSON FD | 3. FORESTDALE FD | 4. BROOKSIDE FD | 5. BAGLEY FD
745 70TH PL S	BIRMINGHAM	35206	KIMBERLY AVE & PUBLIC ALY	BIRMINGHAM FD	1902	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 71ST PL S	BIRMINGHAM	35206	JOPPA AVE / KIMBERLY AVE	BIRMINGHAM FD	1902	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 71ST ST S	BIRMINGHAM	35206	71ST ST / KIMBERLY AVE	BIRMINGHAM FD	1902	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 77TH WAY S	BIRMINGHAM	35206	PUBLIC ALY / 8TH AVE S	BIRMINGHAM FD	1903	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 7TH PL	PLEASANT GROVE	35127	7TH PLACE CIR & OAK PL / 7TH AVE	PLEASANT FD/GROVE (AUTOMATIC AID)	PLEASANT_GROVE_FD	492	1. PLEASANT GROVE FD | 2. BIRMINGHAM FD | 3. HUEYTOWN FD | 4. MINOR FD
745 81ST PL S	BIRMINGHAM	35206	PUBLIC ALY / RUGBY AVE	BIRMINGHAM FD	1904	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 82ND PL S	BIRMINGHAM	35206	7TH TER S / VASSAR AVE	BIRMINGHAM FD	1904	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 82ND ST S	BIRMINGHAM	35206	PUBLIC ALY / VASSAR AVE	BIRMINGHAM FD	1904	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 83RD ST S	BIRMINGHAM	35206	7TH TER S / 7TH CT S	BIRMINGHAM FD	1904	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 84TH ST S	BIRMINGHAM	35206	8TH AVE S / PUBLIC ALY	BIRMINGHAM FD	1904	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 85TH ST S	BIRMINGHAM	35206	8TH AVE S / 7TH AVE S	BIRMINGHAM FD	1904	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 9TH CT W	BIRMINGHAM	35204	PUBLIC ALY / ARKADELPHIA RD W	BIRMINGHAM FD	1407	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 9TH ST	PLEASANT GROVE	35127	8TH AVE / 9TH AVE	PLEASANT FD/GROVE (AUTOMATIC AID)	PLEASANT_GROVE_FD	492	1. PLEASANT GROVE FD | 2. BIRMINGHAM FD | 3. HUEYTOWN FD | 4. MINOR FD
745 ALBANY ST	BIRMINGHAM	35224	7TH TER / PUBLIC ALY	BIRMINGHAM FD	1701	415	1. FAIRFIELD FD | 2. MINOR FD | 3. ADAMSVILLE FD | 4. PLEASANT GROVE FD | 5. MULGA FD | 6. MAYTOWN FD | 7. SYLVAN SPRINGS FD | 8. CONCORD FD | 9. BIRMINGPORT FD | 10. WEST JEFFERSON FD
745 BEACON DR	FAIRFIELD	35064	BELWOOD CIR / GREENBRIAR RD	FAIRFIELD FD	FAIRFIELD_FD	493	1. MIDFIELD FD | 2. BIRMINGHAM FD
745 BELWOOD CIR	FAIRFIELD	35064	WILLOW BROOK RD / SHERWOOD CIR & SHERWOOD RD	FAIRFIELD FD	FAIRFIELD_FD	493	1. MIDFIELD FD | 2. BIRMINGHAM FD
745 BENTLEY DR	MOUNTIAN BROOK	35213	AZALEA RD / CAMELLIA DR	MOUNTAIN FD/BROOK (AUTOMATIC AID)	MOUNTAIN_BROOK_FD	465	1. BIRMINGHAM FD | 2. MOUNTAIN BROOK FD | 3. IRONDALE FD | 4. ROCKY RIDGE FD | 5. HOMEWOOD FD
745 BUFFALO ST	BIRMINGHAM	35224	8TH AVE / 7TH TER	BIRMINGHAM FD	1701	415	1. FAIRFIELD FD | 2. MINOR FD | 3. ADAMSVILLE FD | 4. PLEASANT GROVE FD | 5. MULGA FD | 6. MAYTOWN FD | 7. SYLVAN SPRINGS FD | 8. CONCORD FD | 9. BIRMINGPORT FD | 10. WEST JEFFERSON FD
745 CANTERBURY DR	BESSEMER	35022	GRAMOR DR / MILGRAY LN	BESSEMER FD	BESSEMER_FD	487	1. EASTERN VALLEY FD | 2. HUEYTOWN FD | 3. MCCALLA FD | 4. MCADORY FD | 5. BIRMINGHAM FD | 6. BRIGHTON FD | 7. LIPSCOMB FD | 8. INDIAN FORD FD | 9. HOOVER FD
745 CEDAR CREST LN	UNINCORPORATED	35214	CEDAR CREST RD	FORESTDALE FD	FORESTDALE_FD	417	1. BIRMINGHAM FD | 2. ADAMSVILLE FD | 3. BROOKSIDE FD | 4. GRAYSVILLE FD | 5. MOUNT OLIVE FD | 6. GARDENDALE FD
745 CHEROKEE TRL	WARRIOR	35180	PANOLA TRL / NATCHEZ TRL	WARRIOR FD	WARRIOR_FD	420	1. CANE CREEK FD | 2. KIMBERLY FD | 3. CORNER FD
745 CHESTNUT DR	CLAY	35126	TIMBER TRL / CHESTNUT WAY	CENTER POINT FD	CPFD_7	448	1. TRUSSVILLE FD | 2. BIRMINGHAM FD
745 CHESTNUT PARK LN	HOOVER	35226	VERIFY - CROSS STREETS UNAVAILABLE	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. BIRMINGHAM FD | 4. HOMEWOOD FD | 5. HELENA FD | 6. NORTH SHELBY FD | 7. INDIAN FORD FD | 8. REX LAKE FD
745 COALFIRE AVE	HUEYTOWN	35023	JEFFERY ST / FIVE ACRE RD	HUEYTOWN FD	HUEYTOWN_FD	492	1. BIRMINGHAM FD | 2. PLEASANT GROVE FD | 3. BESSEMER FD | 4. CONCORD FD | 5. ADGER FD
745 COUNTRY CLUB TRL	GARDENDALE	35071	TWIN RIDGE DR / TARRANT RD	GARDENDALE FD	GARDENDALE_FD	435	1. FULTONDALE FD | 2. GLENNWOOD FD | 3. MOUNT OLIVE FD | 4. FORESTDALE FD | 5. BROOKSIDE FD | 6. MORRIS FD
745 CREST LN	HOMEWOOD	35209	SAULTER RD / CREST DR & KENILWORTH LN	HOMEWOOD FD	HOMEWOOD_FD	469	1. BIRMINGHAM FD | 2. HOOVER FD | 3. ROCKY RIDGE FD | 4. MOUNTAIN BROOK FD
745 CROWNE RD	BIRMINGHAM	35224	8TH AVE	BIRMINGHAM FD	1701	415	1. MINOR FD | 2. FAIRFIELD FD | 3. PLEASANT GROVE FD | 4. ADAMSVILLE FD | 5. MULGA FD | 6. MAYTOWN FD | 7. SYLVAN SPRINGS FD | 8. CONCORD FD | 9. BIRMINGPORT FD | 10. WEST JEFFERSON FD
745 DATES CIR	UNINCORPORATED	35023	CHASE WAY / GLASS DR	CONCORD FD	CFD_1	498	1. BIRMINGHAM FD | 2. BIRMINGPORT FD | 3. HUEYTOWN FD | 4. WARRIOR RIVER FD
745 DECEMBER DR	UNINCORPORATED	35214	HAVEN DR / HEFLIN AVE W	FORESTDALE FD	FORESTDALE_FD	416	1. ADAMSVILLE FD | 2. BIRMINGHAM FD | 3. BROOKSIDE FD | 4. GRAYSVILLE FD | 5. MOUNT OLIVE FD | 6. GARDENDALE FD
745 DONALD PKWY	FAIRFIELD	35064	COURT G / 39TH ST & AVENUE F	FAIRFIELD FD	FAIRFIELD_FD	496	1. BIRMINGHAM FD | 2. MIDFIELD FD
745 DOSS ST	KIMBERLY	35091	SANDLIN DR / STOUTS RD	KIMBERLY FD	KFD_1	437	1. MORRIS FD | 2. PALMERDALE FD
745 EASTERN MANOR LN	BIRMINGHAM	35215	EASTERN MANOR DR / PUBLIC ALY	BIRMINGHAM FD	2907	441	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 EUCLID AVE	MOUNTIAN BROOK	35213	HERITAGE CIR / EUCLID CIR	MOUNTAIN FD/BROOK (AUTOMATIC AID)	MOUNTAIN_BROOK_FD	465	1. BIRMINGHAM FD | 2. MOUNTAIN BROOK FD | 3. IRONDALE FD | 4. HOMEWOOD FD | 5. ROCKY RIDGE FD
745 EUCLID CIR	MOUNTIAN BROOK	35213	EUCLID AVE	MOUNTAIN FD/BROOK (AUTOMATIC AID)	MOUNTAIN_BROOK_FD	465	1. BIRMINGHAM FD | 2. MOUNTAIN BROOK FD | 3. IRONDALE FD | 4. HOMEWOOD FD | 5. ROCKY RIDGE FD
745 FORESTWOOD RD	UNINCORPORATED	35214	FORESTWOOD DR E / MIAMI DR	FORESTDALE FD	FORESTDALE_FD	417	1. BIRMINGHAM FD | 2. ADAMSVILLE FD | 3. BROOKSIDE FD | 4. GRAYSVILLE FD | 5. MOUNT OLIVE FD | 6. GARDENDALE FD
745 GLEN RIDGE DR	FAIRFIELD	35064	GLEN CREST DR / FAIRFAX DR	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
745 GOLDENROD DR	GARDENDALE	35071	CARDINAL DR / PARKER AVE	GARDENDALE FD	GARDENDALE_FD	435	1. FULTONDALE FD | 2. GLENNWOOD FD | 3. MOUNT OLIVE FD | 4. FORESTDALE FD | 5. BROOKSIDE FD | 6. MORRIS FD
745 HEFLIN AVE E	UNINCORPORATED	35214	CEDAR CREST RD & E BAYONNE DR / HUITT ST	FORESTDALE FD	FORESTDALE_FD	417	1. BIRMINGHAM FD | 2. ADAMSVILLE FD | 3. BROOKSIDE FD | 4. GRAYSVILLE FD | 5. MOUNT OLIVE FD | 6. GARDENDALE FD
745 HIGHLAND MANOR CT	HOOVER	35226	BROOKFIELD RD & SULPHUR SPRINGS RD	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. BIRMINGHAM FD | 4. HELENA FD | 5. INDIAN FORD FD | 6. HOMEWOOD FD | 7. NORTH SHELBY FD | 8. REX LAKE FD
745 HOLLAND DR	PLEASANT GROVE	35127	ANNIE LN / VICTORIA LN	PLEASANT FD/GROVE (AUTOMATIC AID)	PLEASANT_GROVE_FD	492	1. BIRMINGHAM FD | 2. PLEASANT GROVE FD | 3. MINOR FD | 4. HUEYTOWN FD
745 LAKE CREST DR	HOOVER	35226	HIBISCUS DR / CRYSTAL CIR & LAKE CREST CIR	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. HELENA FD | 4. INDIAN FORD FD | 5. BIRMINGHAM FD | 6. HOMEWOOD FD | 7. NORTH SHELBY FD | 8. REX LAKE FD
745 LAMPLIGHTER CIR	BIRMINGHAM	35214	LAMPLIGHTER LN	BIRMINGHAM FD	1803	415	1. FORESTDALE FD
745 LAMPLIGHTER LN	BIRMINGHAM	35214	LAMPLIGHTER CIR / SHERIDAN RD	BIRMINGHAM FD	1803	VERIFY - NO BEAT MATCH	1. FORESTDALE FD
745 LINWOOD RD	BIRMINGHAM	35222	PUBLIC ALY / 8TH AVE S	BIRMINGHAM FD	2210	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 MAIN ST	BOOKSIDE	35073	PUBLIC ALY / BROOKSIDE CARDIFF RD	BOOKSIDE FD	BROOKSIDE_FD_1	421	1. BROOKSIDE FD | 2. GRAYSVILLE FD | 3. CARDIFF FD | 4. ADAMSVILLE FD | 5. FORESTDALE FD | 6. MOUNT OLIVE FD | 7. BIRMINGHAM FD | 8. GARDENDALE FD
745 MAIN ST	GARDENDALE	35071	GWEN DR / SHARIT LN	GARDENDALE FD	GARDENDALE_FD	421	1. FULTONDALE FD | 2. MOUNT OLIVE FD | 3. GLENNWOOD FD | 4. FORESTDALE FD | 5. BROOKSIDE FD | 6. MORRIS FD
745 MARTINWOOD RD	BIRMINGHAM	35235	MARTINWOOD DR N / MARTINWOOD CIR	BIRMINGHAM FD	2703	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 MARY VANN LN	CENTER POINT	35215	SPRING LAKE CT / WILLOW GLENN DR	CENTER POINT FD	CPFD_7	439	1. BIRMINGHAM FD | 2. TRUSSVILLE FD
745 MEADOWBROOK DR	BIRMINGHAM	35215	ROEBUCK DR / SUNSET DR	BIRMINGHAM FD	2702	441	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 MONTCLAIR RD	MOUNTIAN BROOK	35213	UNNAMED RD / ROSS DR	MOUNTAIN FD/BROOK (AUTOMATIC AID)	MOUNTAIN_BROOK_FD	VERIFY - NO BEAT MATCH	1. BIRMINGHAM FD | 2. MOUNTAIN BROOK FD | 3. IRONDALE FD | 4. HOMEWOOD FD | 5. ROCKY RIDGE FD
745 MONTGOMERY DR	MOUNTIAN BROOK	35213	AZALEA RD / CAMELLIA CIR & CAMELLIA DR	MOUNTAIN FD/BROOK (AUTOMATIC AID)	MOUNTAIN_BROOK_FD	465	1. BIRMINGHAM FD | 2. MOUNTAIN BROOK FD | 3. IRONDALE FD | 4. HOMEWOOD FD | 5. ROCKY RIDGE FD
745 MONTGOMERY HWY	VESTAVIA HILLS	35216	OLD CREEK TRL / CANYON RD	VESTAVIA FD	VESTAVIA_FD	467	1. ROCKY RIDGE FD | 2. HOMEWOOD FD | 3. HOOVER FD | 4. MOUNTAIN BROOK FD | 5. BIRMINGHAM FD | 6. REX LAKE FD | 7. IRONDALE FD
745 MOORE DR	VESTAVIA HILLS	35226	TYLER RD / NELSON RD	VESTAVIA FD	VESTAVIA_FD	VERIFY - NO BEAT MATCH	1. HOOVER FD | 2. ROCKY RIDGE FD | 3. HOMEWOOD FD | 4. BIRMINGHAM FD | 5. MOUNTAIN BROOK FD | 6. REX LAKE FD | 7. IRONDALE FD
745 MULGA LOOP RD	PLEASANT GROVE	35224	OLD MULGA LOOP RD / BIRMINGPORT RD	PLEASANT FD/GROVE (AUTOMATIC AID)	PLEASANT_GROVE_FD	VERIFY - NO BEAT MATCH	1. PLEASANT GROVE FD | 2. MINOR FD | 3. BIRMINGHAM FD | 4. HUEYTOWN FD
745 NORTH PINE HILL RD	FULTONDALE	35217	VERIFY - CROSS STREETS UNAVAILABLE	CENTER POINT FD	CPFD_10	VERIFY - NO BEAT MATCH	1. FULTONDALE FD | 2. TARRANT FD | 3. GARDENDALE FD | 4. BIRMINGHAM FD
745 NYTOL CIR	IRONDALE	35210	DRESDEN RD / CORNELL DR	IRONDALE FD	IRONDALE_FD	465	1. BIRMINGHAM FD | 2. MOUNTAIN BROOK FD | 3. REX LAKE FD | 4. TRUSSVILLE FD
745 ORCHARD RD	BIRMINGHAM	35235	SELF DR / CREST DR & PARKWAY E	BIRMINGHAM FD	2703	VERIFY - NO BEAT MATCH	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 PARKMOOR CIR	HUEYTOWN	35023	PARKMOOR DR	HUEYTOWN FD	HUEYTOWN_FD	492	1. BESSEMER FD | 2. PLEASANT GROVE FD | 3. CONCORD FD | 4. BIRMINGHAM FD | 5. ADGER FD
745 PENNSYLVANIA AVE	BIRMINGHAM	35217	HILL ST / FERNBROOK AVE & RED MILL RD	BIRMINGHAM FD	2909	441	1. TARRANT FD
745 PINEVIEW RD	IRONDALE	35210	HEATON DR / TALLEY RD	IRONDALE FD	IRONDALE_FD	465	1. BIRMINGHAM FD | 2. MOUNTAIN BROOK FD | 3. REX LAKE FD | 4. TRUSSVILLE FD
745 PINEWOOD AVE	UNINCORPORATED	35023	MARNEY LN / CLAYTON RD	CONCORD FD	CFD_1	492	1. HUEYTOWN FD | 2. BIRMINGHAM FD | 3. BIRMINGPORT FD | 4. WARRIOR RIVER FD
745 RALEIGH CT	HOMEWOOD	35209	RALEIGH AVE	HOMEWOOD FD	HOMEWOOD_FD	469	1. HOOVER FD | 2. BIRMINGHAM FD | 3. ROCKY RIDGE FD | 4. MOUNTAIN BROOK FD
745 RESTORATION DR	HOOVER	35226	HERITAGE PARK DR / MEMORIAL ST	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. BIRMINGHAM FD | 4. HELENA FD | 5. HOMEWOOD FD | 6. NORTH SHELBY FD | 7. INDIAN FORD FD | 8. REX LAKE FD
745 ROCKHURST DR	BIRMINGHAM	35209	ROCKHURST LN / ROCKFORD LN	BIRMINGHAM FD	0701	469	1. HOMEWOOD FD
745 RUFFNER CT	IRONDALE	35210	RUFFNER MINES RD / RUFFNER MINES RD & RUFFNER RD	IRONDALE FD	IRONDALE_FD	447	1. BIRMINGHAM FD | 2. MOUNTAIN BROOK FD | 3. REX LAKE FD | 4. TRUSSVILLE FD
745 SALTERS DR	HUEYTOWN	35023	HUEYTOWN RD / FOUST AVE	HUEYTOWN FD	HUEYTOWN_FD	489	1. CONCORD FD | 2. PLEASANT GROVE FD | 3. BIRMINGHAM FD | 4. BESSEMER FD | 5. ADGER FD
745 SAULTER LN	HOMEWOOD	35209	SAULTER RD / CREST DR	HOMEWOOD FD	HOMEWOOD_FD	469	1. BIRMINGHAM FD | 2. ROCKY RIDGE FD | 3. HOOVER FD | 4. MOUNTAIN BROOK FD
745 SHADES CREST RD	HOOVER	35226	PRINCESS AVE / VALLEY ST	HOOVER FD	HOOVER_FD	469	1. BIRMINGHAM FD | 2. HOMEWOOD FD | 3. ROCKY RIDGE FD | 4. BESSEMER FD | 5. NORTH SHELBY FD | 6. HELENA FD | 7. INDIAN FORD FD | 8. REX LAKE FD
745 SHERWOOD RD	FAIRFIELD	35064	BELWOOD CIR / BELWOOD CIR & SHERWOOD CIR	FAIRFIELD FD	FAIRFIELD_FD	493	1. MIDFIELD FD | 2. BIRMINGHAM FD
745 SLEEPY HOLLOW DR	UNINCORPORATED	35214	LEDGEWOOD RD / LEDGEWOOD LN	FORESTDALE FD	FORESTDALE_FD	417	1. BIRMINGHAM FD | 2. BROOKSIDE FD | 3. ADAMSVILLE FD | 4. GRAYSVILLE FD | 5. MOUNT OLIVE FD | 6. GARDENDALE FD
745 SPRINGDALE RD	TARRANT	35217	DOVE ST / LYNN AVE	TARRANT FD	TARRANT_FD	435	1. BIRMINGHAM FD | 2. FULTONDALE FD
745 SUBURBAN DR	UNINCORPORATED	35214	SPRUCEWOOD PL / CEDAR CREST RD	FORESTDALE FD	FORESTDALE_FD	417	1. BIRMINGHAM FD | 2. BROOKSIDE FD | 3. ADAMSVILLE FD | 4. GRAYSVILLE FD | 5. MOUNT OLIVE FD | 6. GARDENDALE FD
745 SUSSEX DR	VESTAVIA HILLS	35226	SUSSEX CIR / SUSSEX CT	VESTAVIA FD	VESTAVIA_FD	469	1. HOOVER FD | 2. ROCKY RIDGE FD | 3. HOMEWOOD FD | 4. BIRMINGHAM FD | 5. MOUNTAIN BROOK FD | 6. REX LAKE FD | 7. IRONDALE FD
745 TWIN RIDGE DR	GARDENDALE	35071	COUNTRY CLUB TRL / W LAKE DR	GARDENDALE FD	GARDENDALE_FD	435	1. FULTONDALE FD | 2. GLENNWOOD FD | 3. MOUNT OLIVE FD | 4. FORESTDALE FD | 5. BROOKSIDE FD | 6. MORRIS FD
745 VANDERBILT ST	BIRMINGHAM	35206	PUBLIC ALY / RUGBY AVE	BIRMINGHAM FD	1903	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
745 VAUGHN CIR	BIRMINGHAM	35235	VAUGHN CT / OLD SPRINGVILLE RD	BIRMINGHAM FD	3004	447	1. TRUSSVILLE FD
745 WENONAH RD	LIPSCOMB	35020	SMITH AVE / 21ST ST SW & ALLEN AVE	LIPSCOMB FD	LIPSCOMB_FD	490	1. BIRMINGHAM FD | 2. BESSEMER FD
745 WENONAH RD	LIPSCOMB	35221	SMITH AVE / 21ST ST SW & ALLEN AVE	LIPSCOMB FD	LIPSCOMB_FD	490	1. BIRMINGHAM FD | 2. BESSEMER FD
745 YELLOW CREEK LN	UNINCORPORATED	35006	YELLOW CREEK RD	NO FIRE COVERAGE	COUNTY NO FD	495	1. WARRIOR RIVER FD | 2. CONCORD FD | 3. BIRMINGPORT FD | 4. ADGER FD | 5. BIRMINGHAM FD | 6. HUEYTOWN FD | 7. WEST JEFFERSON FD | 8. SYLVAN SPRINGS FD | 9. LAKEVIEW FD | 10. BESSEMER FD | 11. MCCALLA FD | 12. PLEASANT GROVE FD | 13. MAYTOWN FD | 14. SHADY GROVE FD | 15. MINOR FD | 16. ADAMSVILLE FD | 17. MCADORY FD | 18. MULGA FD | 19. EASTERN VALLEY FD | 20. BRIGHTON FD | 21. MIDFIELD FD | 22. BAGLEY FD | 23. GRAYSVILLE FD | 24. FAIRFIELD FD | 25. LIPSCOMB FD | 26. FORESTDALE FD | 27. INDIAN FORD FD | 28. HELENA FD | 29. BROOKSIDE FD | 30. HOOVER FD | 31. CARDIFF FD | 32. MOUNT OLIVE FD | 33. CORNER FD | 34. HOMEWOOD FD | 35. FULTONDALE FD | 36. ROCKY RIDGE FD | 37. GARDENDALE FD | 38. MOUNTAIN BROOK FD | 39. TARRANT FD | 40. KIMBERLY FD | 41. MORRIS FD | 42. GLENNWOOD FD | 43. CANE CREEK FD | 44. IRONDALE FD | 45. WARRIOR FD | 46. REX LAKE FD | 47. PALMERDALE FD | 48. TRUSSVILLE FD | 49. COUNTY LINE FD | 50. ARGO FD
7450 ASHLAND LN	VESTAVIA HILLS	35242	WAKEFIELD RD / FOUNDERS DR	VESTAVIA FD	VESTAVIA_FD	465	1. REX LAKE FD | 2. BIRMINGHAM FD | 3. ROCKY RIDGE FD | 4. MOUNTAIN BROOK FD | 5. IRONDALE FD | 6. HOOVER FD | 7. HOMEWOOD FD
7450 CAHABA AVE	LEEDS	35094	DAKOTA ST & MISSISSIPPI AVE / MEMPHIS ST	LEEDS FD (BLOUNT COUNTY)	LEEDS_FD	447	1. REX LAKE FD | 2. TRUSSVILLE FD | 3. IRONDALE FD | 4. BIRMINGHAM FD
7450 CANADA AVE	UNINCORPORATED	35224	COLSTON ST / BROOKLYN ST	MINOR FD	MINOR_FD_1	492	1. BIRMINGHAM FD | 2. PLEASANT GROVE FD | 3. MULGA FD | 4. MAYTOWN FD | 5. ADAMSVILLE FD
7450 CARRIAGE WAY	PINSON	35126	CARRIAGE LN	PALMERDALE FD (STATION 2)	PFD_1	445	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
7450 CRESVIEW LN	UNINCORPORATED	35062	CRESVIEW WAY / CRESVIEW PL	BAGLEY FD	BAGLEY_FD_1	419	1. GRAYSVILLE FD | 2. WEST JEFFERSON FD
